,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,season
2038,2010,3,26,22,142.0,-9,6.0,1019.0,NW,4.02,0,0,Spring
2039,2010,3,26,23,97.0,-10,4.0,1019.0,NW,7.15,0,0,Spring
2040,2010,3,27,0,106.0,-8,3.0,1020.0,NW,10.28,0,0,Spring
2041,2010,3,27,1,89.0,-10,7.0,1020.0,NE,4.02,0,0,Spring
2042,2010,3,27,2,61.0,-11,8.0,1021.0,NE,8.94,0,0,Spring
2043,2010,3,27,3,46.0,-11,7.0,1023.0,NE,10.73,0,0,Spring
2044,2010,3,27,4,127.0,-4,4.0,1024.0,SE,4.92,0,0,Spring
2045,2010,3,27,5,134.0,-4,2.0,1025.0,SE,8.94,0,0,Spring
2046,2010,3,27,6,99.0,-7,1.0,1025.0,SE,12.07,0,0,Spring
2047,2010,3,27,7,85.0,-8,2.0,1026.0,SE,13.86,0,0,Spring
2048,2010,3,27,8,75.0,-9,3.0,1027.0,SE,16.99,0,0,Spring
2049,2010,3,27,9,79.0,-10,4.0,1028.0,SE,21.01,0,0,Spring
2050,2010,3,27,10,81.0,-9,6.0,1028.0,SE,24.14,0,0,Spring
2051,2010,3,27,11,74.0,-10,8.0,1028.0,SE,28.16,0,0,Spring
2052,2010,3,27,12,62.0,-10,8.0,1027.0,SE,31.29,0,0,Spring
2053,2010,3,27,13,71.0,-10,9.0,1027.0,SE,35.31,0,0,Spring
2054,2010,3,27,14,58.0,-10,9.0,1026.0,SE,39.33,0,0,Spring
2055,2010,3,27,15,48.0,-9,11.0,1025.0,cv,3.13,0,0,Spring
2056,2010,3,27,16,50.0,-10,10.0,1024.0,SE,3.13,0,0,Spring
2057,2010,3,27,17,54.0,-9,10.0,1024.0,SE,6.26,0,0,Spring
2058,2010,3,27,18,61.0,-8,8.0,1025.0,SE,9.39,0,0,Spring
2059,2010,3,27,19,59.0,-7,7.0,1025.0,SE,12.52,0,0,Spring
2060,2010,3,27,20,62.0,-7,5.0,1026.0,SE,17.44,0,0,Spring
2061,2010,3,27,21,54.0,-8,4.0,1027.0,SE,20.57,0,0,Spring
2062,2010,3,27,22,57.0,-8,3.0,1027.0,SE,24.59,0,0,Spring
2063,2010,3,27,23,44.0,-8,2.0,1028.0,SE,28.61,0,0,Spring
2064,2010,3,28,0,41.0,-8,2.0,1028.0,SE,30.4,0,0,Spring
2065,2010,3,28,1,48.0,-7,1.0,1028.0,SE,32.19,0,0,Spring
2066,2010,3,28,2,44.0,-7,0.0,1028.0,SE,33.98,0,0,Spring
2067,2010,3,28,3,56.0,-7,-1.0,1028.0,cv,0.89,0,0,Spring
2068,2010,3,28,4,59.0,-7,-2.0,1028.0,SE,0.89,0,0,Spring
2069,2010,3,28,5,67.0,-6,-2.0,1028.0,NE,0.89,0,0,Spring
2070,2010,3,28,6,68.0,-6,-3.0,1028.0,SE,0.89,0,0,Spring
2071,2010,3,28,7,99.0,-5,-1.0,1029.0,cv,0.45,0,0,Spring
2072,2010,3,28,8,88.0,-6,2.0,1029.0,SE,1.79,0,0,Spring
2073,2010,3,28,9,74.0,-6,4.0,1030.0,NW,1.79,0,0,Spring
2074,2010,3,28,10,86.0,-6,5.0,1030.0,NW,3.58,0,0,Spring
2075,2010,3,28,11,93.0,-7,6.0,1029.0,NW,5.37,0,0,Spring
2076,2010,3,28,12,96.0,-7,10.0,1027.0,cv,1.79,0,0,Spring
2077,2010,3,28,13,120.0,-6,13.0,1026.0,cv,4.92,0,0,Spring
2078,2010,3,28,14,99.0,-6,15.0,1025.0,SE,4.02,0,0,Spring
2079,2010,3,28,15,100.0,-6,16.0,1024.0,SE,8.94,0,0,Spring
2080,2010,3,28,16,63.0,-9,16.0,1023.0,SE,13.86,0,0,Spring
2081,2010,3,28,17,57.0,-11,16.0,1023.0,SE,18.78,0,0,Spring
2082,2010,3,28,18,46.0,-9,14.0,1023.0,SE,22.8,0,0,Spring
2083,2010,3,28,19,48.0,-8,10.0,1023.0,SE,25.93,0,0,Spring
2084,2010,3,28,20,60.0,-9,12.0,1024.0,SE,30.85,0,0,Spring
2085,2010,3,28,21,57.0,-8,9.0,1024.0,SE,32.64,0,0,Spring
2086,2010,3,28,22,72.0,-8,8.0,1025.0,SE,34.43,0,0,Spring
2087,2010,3,28,23,82.0,-7,7.0,1025.0,SE,35.32,0,0,Spring
2088,2010,3,29,0,92.0,-4,6.0,1025.0,SE,37.11,0,0,Spring
2089,2010,3,29,1,100.0,-6,6.0,1025.0,SE,38.9,0,0,Spring
2090,2010,3,29,2,117.0,-6,5.0,1025.0,SE,40.69,0,0,Spring
2091,2010,3,29,3,129.0,-5,5.0,1024.0,SE,42.48,0,0,Spring
2092,2010,3,29,4,132.0,-4,3.0,1024.0,SE,43.37,0,0,Spring
2093,2010,3,29,5,142.0,-4,2.0,1024.0,cv,0.89,0,0,Spring
2094,2010,3,29,6,147.0,-4,3.0,1025.0,cv,1.78,0,0,Spring
2095,2010,3,29,7,169.0,-3,3.0,1025.0,NE,0.89,0,0,Spring
2096,2010,3,29,8,208.0,-1,7.0,1025.0,SE,1.79,0,0,Spring
2097,2010,3,29,9,198.0,-2,9.0,1025.0,SE,4.92,0,0,Spring
2098,2010,3,29,10,203.0,-2,11.0,1025.0,SE,8.05,0,0,Spring
2099,2010,3,29,11,218.0,-3,11.0,1025.0,SE,11.18,0,0,Spring
2100,2010,3,29,12,220.0,-4,12.0,1024.0,SE,14.31,0,0,Spring
2101,2010,3,29,13,222.0,-3,12.0,1024.0,cv,0.89,0,0,Spring
2102,2010,3,29,14,237.0,-1,11.0,1023.0,cv,1.78,0,0,Spring
2103,2010,3,29,15,245.0,3,10.0,1022.0,SE,4.02,0,1,Spring
2104,2010,3,29,16,260.0,5,9.0,1022.0,SE,5.81,0,0,Spring
2105,2010,3,29,17,259.0,5,8.0,1021.0,cv,0.89,0,0,Spring
2106,2010,3,29,18,275.0,5,8.0,1021.0,NE,0.89,0,0,Spring
2107,2010,3,29,19,280.0,5,8.0,1021.0,SE,1.79,0,0,Spring
2108,2010,3,29,20,296.0,6,8.0,1022.0,SE,3.58,0,1,Spring
2109,2010,3,29,21,366.0,6,8.0,1022.0,SE,4.47,0,2,Spring
2110,2010,3,29,22,317.0,6,8.0,1022.0,NE,0.89,0,3,Spring
2111,2010,3,29,23,297.0,6,8.0,1022.0,cv,0.89,0,4,Spring
2112,2010,3,30,0,288.0,6,7.0,1021.0,SE,0.89,0,5,Spring
2113,2010,3,30,1,288.0,6,7.0,1020.0,SE,2.68,0,6,Spring
2114,2010,3,30,2,254.0,6,7.0,1020.0,SE,4.47,0,7,Spring
2115,2010,3,30,3,254.0,6,7.0,1019.0,SE,6.26,0,8,Spring
2116,2010,3,30,4,248.0,6,7.0,1018.0,SE,8.05,0,9,Spring
2117,2010,3,30,5,271.0,6,7.0,1018.0,SE,9.84,0,10,Spring
2125,2010,3,30,13,195.0,7,10.0,1017.0,SE,28.17,0,3,Spring
2143,2010,3,31,7,124.0,6,8.0,1014.0,NW,1.79,0,0,Spring
2144,2010,3,31,8,129.0,5,9.0,1015.0,cv,0.89,0,0,Spring
2153,2010,3,31,17,200.0,-5,16.0,1012.0,NW,12.07,0,0,Spring
2154,2010,3,31,18,187.0,-7,15.0,1013.0,NW,19.22,0,0,Spring
2155,2010,3,31,19,149.0,-7,14.0,1014.0,NW,26.37,0,0,Spring
2156,2010,3,31,20,113.0,-8,12.0,1016.0,NW,33.52,0,0,Spring
2157,2010,3,31,21,85.0,-8,11.0,1017.0,NW,39.33,0,0,Spring
2158,2010,3,31,22,71.0,-10,10.0,1018.0,NW,46.48,0,0,Spring
2159,2010,3,31,23,42.0,-13,10.0,1020.0,NW,53.63,0,0,Spring
2160,2010,4,1,0,31.0,-14,9.0,1021.0,NW,63.46,0,0,Spring
2161,2010,4,1,1,39.0,-14,8.0,1021.0,NW,73.29,0,0,Spring
2162,2010,4,1,2,49.0,-14,7.0,1021.0,NW,81.34,0,0,Spring
2163,2010,4,1,3,35.0,-13,5.0,1021.0,NW,85.36,0,0,Spring
2164,2010,4,1,4,31.0,-16,6.0,1021.0,NW,89.38,0,0,Spring
2165,2010,4,1,5,26.0,-18,6.0,1021.0,NW,92.51,0,0,Spring
2166,2010,4,1,6,24.0,-18,5.0,1022.0,NW,95.64,0,0,Spring
2167,2010,4,1,7,22.0,-19,6.0,1023.0,NW,99.66,0,0,Spring
2168,2010,4,1,8,30.0,-19,7.0,1023.0,NW,104.58,0,0,Spring
2169,2010,4,1,9,25.0,-20,9.0,1023.0,NW,111.73,0,0,Spring
2170,2010,4,1,10,21.0,-18,10.0,1022.0,NW,120.67,0,0,Spring
2173,2010,4,1,13,35.0,-17,12.0,1020.0,NW,147.94,0,0,Spring
2174,2010,4,1,14,31.0,-18,12.0,1019.0,NW,159.12,0,0,Spring
2175,2010,4,1,15,15.0,-18,12.0,1018.0,NW,171.19,0,0,Spring
2176,2010,4,1,16,16.0,-17,12.0,1018.0,NW,183.26,0,0,Spring
2177,2010,4,1,17,18.0,-18,11.0,1018.0,NW,193.09,0,0,Spring
2178,2010,4,1,18,15.0,-19,11.0,1017.0,NW,201.14,0,0,Spring
2179,2010,4,1,19,17.0,-19,10.0,1018.0,NW,208.29,0,0,Spring
2180,2010,4,1,20,24.0,-17,9.0,1019.0,NW,211.42,0,0,Spring
2181,2010,4,1,21,20.0,-17,9.0,1019.0,NW,213.21,0,0,Spring
2182,2010,4,1,22,54.0,-11,4.0,1019.0,cv,0.89,0,0,Spring
2183,2010,4,1,23,39.0,-11,5.0,1018.0,cv,1.78,0,0,Spring
2184,2010,4,2,0,27.0,-7,2.0,1018.0,SE,0.89,0,0,Spring
2185,2010,4,2,1,52.0,-8,3.0,1018.0,cv,0.45,0,0,Spring
2186,2010,4,2,2,41.0,-9,4.0,1018.0,NW,0.89,0,0,Spring
2187,2010,4,2,3,35.0,-12,4.0,1019.0,NW,4.02,0,0,Spring
2188,2010,4,2,4,44.0,-10,2.0,1019.0,NW,7.15,0,0,Spring
2189,2010,4,2,5,45.0,-12,3.0,1019.0,NW,10.28,0,0,Spring
2190,2010,4,2,6,40.0,-15,4.0,1019.0,NW,13.41,0,0,Spring
2191,2010,4,2,7,27.0,-14,5.0,1020.0,NW,17.43,0,0,Spring
2192,2010,4,2,8,27.0,-16,7.0,1021.0,NW,23.24,0,0,Spring
2193,2010,4,2,9,21.0,-18,7.0,1022.0,NW,35.31,0,0,Spring
2194,2010,4,2,10,14.0,-18,8.0,1022.0,NW,44.25,0,0,Spring
2195,2010,4,2,11,14.0,-19,9.0,1022.0,NW,53.19,0,0,Spring
2196,2010,4,2,12,17.0,-21,9.0,1022.0,NW,62.13,0,0,Spring
2197,2010,4,2,13,13.0,-20,11.0,1021.0,NW,69.28,0,0,Spring
2198,2010,4,2,14,17.0,-20,11.0,1021.0,NW,76.43,0,0,Spring
2199,2010,4,2,15,16.0,-20,12.0,1020.0,NW,83.58,0,0,Spring
2200,2010,4,2,16,18.0,-22,12.0,1020.0,NW,92.52,0,0,Spring
2201,2010,4,2,17,12.0,-22,11.0,1020.0,NW,101.46,0,0,Spring
2202,2010,4,2,18,12.0,-21,11.0,1020.0,NW,108.61,0,0,Spring
2203,2010,4,2,19,21.0,-19,7.0,1021.0,NW,110.4,0,0,Spring
2204,2010,4,2,20,30.0,-12,5.0,1021.0,SE,0.89,0,0,Spring
2205,2010,4,2,21,69.0,-10,4.0,1022.0,SE,1.78,0,0,Spring
2206,2010,4,2,22,77.0,-11,3.0,1022.0,SE,3.57,0,0,Spring
2207,2010,4,2,23,49.0,-10,3.0,1022.0,SE,5.36,0,0,Spring
2208,2010,4,3,0,48.0,-8,0.0,1022.0,NW,1.79,0,0,Spring
2209,2010,4,3,1,53.0,-9,0.0,1022.0,cv,0.89,0,0,Spring
2210,2010,4,3,2,52.0,-7,-1.0,1022.0,cv,1.78,0,0,Spring
2211,2010,4,3,3,53.0,-12,1.0,1022.0,cv,2.67,0,0,Spring
2212,2010,4,3,4,58.0,-9,0.0,1022.0,cv,3.12,0,0,Spring
2213,2010,4,3,5,56.0,-11,0.0,1022.0,cv,4.01,0,0,Spring
2214,2010,4,3,6,60.0,-10,-1.0,1022.0,cv,4.46,0,0,Spring
2215,2010,4,3,7,100.0,-7,0.0,1022.0,cv,5.35,0,0,Spring
2216,2010,4,3,8,133.0,-9,4.0,1022.0,SE,1.79,0,0,Spring
2217,2010,4,3,9,138.0,-9,8.0,1021.0,SE,4.92,0,0,Spring
2218,2010,4,3,10,67.0,-11,10.0,1021.0,SE,8.05,0,0,Spring
2219,2010,4,3,11,59.0,-11,11.0,1019.0,SE,12.07,0,0,Spring
2220,2010,4,3,12,82.0,-12,13.0,1018.0,SE,16.99,0,0,Spring
2221,2010,4,3,13,89.0,-11,13.0,1016.0,SE,21.91,0,0,Spring
2222,2010,4,3,14,110.0,-8,13.0,1015.0,SE,25.93,0,0,Spring
2223,2010,4,3,15,128.0,-7,15.0,1013.0,SE,29.06,0,0,Spring
2224,2010,4,3,16,132.0,-5,16.0,1012.0,SE,33.98,0,0,Spring
2225,2010,4,3,17,136.0,-4,15.0,1011.0,SE,38.9,0,0,Spring
2226,2010,4,3,18,132.0,-4,13.0,1011.0,SE,42.03,0,0,Spring
2227,2010,4,3,19,119.0,-4,12.0,1010.0,SE,45.16,0,0,Spring
2228,2010,4,3,20,131.0,-4,13.0,1010.0,SE,49.18,0,0,Spring
2229,2010,4,3,21,161.0,-2,12.0,1010.0,SE,53.2,0,0,Spring
2230,2010,4,3,22,168.0,-2,12.0,1011.0,SE,57.22,0,0,Spring
2231,2010,4,3,23,164.0,-2,11.0,1010.0,SE,62.14,0,0,Spring
2232,2010,4,4,0,184.0,-1,10.0,1010.0,cv,0.89,0,0,Spring
2233,2010,4,4,1,178.0,-1,9.0,1010.0,NE,1.79,0,0,Spring
2234,2010,4,4,2,194.0,-1,7.0,1010.0,SE,0.89,0,0,Spring
2235,2010,4,4,3,206.0,-1,8.0,1010.0,NE,0.89,0,0,Spring
2236,2010,4,4,4,191.0,-1,7.0,1010.0,cv,0.89,0,0,Spring
2237,2010,4,4,5,180.0,-1,6.0,1010.0,cv,1.78,0,0,Spring
2238,2010,4,4,6,200.0,0,5.0,1010.0,NW,3.13,0,0,Spring
2239,2010,4,4,7,170.0,0,7.0,1011.0,NW,4.92,0,0,Spring
2240,2010,4,4,8,197.0,1,11.0,1011.0,NE,1.79,0,0,Spring
2241,2010,4,4,9,184.0,0,13.0,1012.0,NE,4.92,0,0,Spring
2242,2010,4,4,10,167.0,-3,16.0,1011.0,NE,8.94,0,0,Spring
2243,2010,4,4,11,111.0,-8,17.0,1011.0,cv,1.79,0,0,Spring
2244,2010,4,4,12,92.0,-8,19.0,1010.0,NW,4.02,0,0,Spring
2245,2010,4,4,13,44.0,-11,20.0,1009.0,NW,7.15,0,0,Spring
2246,2010,4,4,14,41.0,-13,21.0,1009.0,cv,1.79,0,0,Spring
2247,2010,4,4,15,34.0,-11,21.0,1008.0,SE,1.79,0,0,Spring
2248,2010,4,4,16,27.0,-11,22.0,1008.0,SE,3.58,0,0,Spring
2249,2010,4,4,17,32.0,-13,21.0,1007.0,SE,6.71,0,0,Spring
2250,2010,4,4,18,43.0,-10,20.0,1008.0,SE,10.73,0,0,Spring
2251,2010,4,4,19,61.0,-11,16.0,1008.0,SE,14.75,0,0,Spring
2252,2010,4,4,20,70.0,-8,14.0,1009.0,SE,16.54,0,0,Spring
2253,2010,4,4,21,87.0,-7,15.0,1009.0,SE,19.67,0,0,Spring
2254,2010,4,4,22,98.0,2,14.0,1010.0,SE,24.59,0,0,Spring
2255,2010,4,4,23,173.0,2,13.0,1010.0,SE,28.61,0,0,Spring
2256,2010,4,5,0,199.0,2,12.0,1010.0,SE,31.74,0,0,Spring
2257,2010,4,5,1,177.0,1,11.0,1011.0,SE,34.87,0,0,Spring
2258,2010,4,5,2,169.0,1,11.0,1011.0,SE,39.79,0,0,Spring
2259,2010,4,5,3,187.0,0,10.0,1012.0,cv,0.89,0,0,Spring
2260,2010,4,5,4,166.0,0,8.0,1011.0,cv,1.78,0,0,Spring
2261,2010,4,5,5,161.0,0,9.0,1011.0,SE,1.79,0,0,Spring
2262,2010,4,5,6,169.0,1,7.0,1012.0,SE,3.58,0,0,Spring
2263,2010,4,5,7,180.0,1,7.0,1013.0,cv,0.89,0,0,Spring
2264,2010,4,5,8,166.0,2,10.0,1013.0,cv,1.78,0,0,Spring
2265,2010,4,5,9,185.0,1,13.0,1013.0,NW,1.79,0,0,Spring
2266,2010,4,5,10,166.0,0,14.0,1013.0,cv,1.79,0,0,Spring
2267,2010,4,5,11,171.0,0,15.0,1012.0,SE,1.79,0,0,Spring
2268,2010,4,5,12,176.0,1,16.0,1012.0,SE,5.81,0,0,Spring
2269,2010,4,5,13,186.0,1,16.0,1011.0,SE,10.73,0,0,Spring
2270,2010,4,5,14,142.0,1,16.0,1011.0,SE,15.65,0,0,Spring
2271,2010,4,5,15,121.0,2,15.0,1011.0,SE,20.57,0,0,Spring
2272,2010,4,5,16,130.0,2,14.0,1012.0,SE,26.38,0,0,Spring
2273,2010,4,5,17,132.0,2,13.0,1014.0,SE,29.51,0,0,Spring
2274,2010,4,5,18,126.0,4,8.0,1016.0,NE,8.05,0,1,Spring
2275,2010,4,5,19,47.0,4,8.0,1018.0,SE,3.13,0,2,Spring
2276,2010,4,5,20,25.0,4,8.0,1020.0,NE,3.13,0,0,Spring
2277,2010,4,5,21,23.0,4,8.0,1022.0,SE,3.13,0,0,Spring
2278,2010,4,5,22,20.0,4,6.0,1023.0,cv,0.89,0,0,Spring
2279,2010,4,5,23,18.0,3,7.0,1024.0,SE,1.79,0,0,Spring
2280,2010,4,6,0,30.0,2,6.0,1024.0,cv,0.89,0,0,Spring
2281,2010,4,6,1,14.0,-3,7.0,1024.0,NW,3.13,0,0,Spring
2282,2010,4,6,2,12.0,-7,7.0,1025.0,NW,7.15,0,0,Spring
2283,2010,4,6,3,18.0,-7,6.0,1025.0,NW,10.28,0,0,Spring
2284,2010,4,6,4,19.0,-8,6.0,1026.0,NW,14.3,0,0,Spring
2285,2010,4,6,5,33.0,-11,6.0,1026.0,NW,19.22,0,0,Spring
2286,2010,4,6,6,26.0,-12,5.0,1027.0,NW,24.14,0,0,Spring
2287,2010,4,6,7,24.0,-13,7.0,1027.0,NW,29.95,0,0,Spring
2288,2010,4,6,8,28.0,-14,9.0,1028.0,NW,37.1,0,0,Spring
2289,2010,4,6,9,27.0,-16,11.0,1028.0,NW,45.15,0,0,Spring
2290,2010,4,6,10,19.0,-16,12.0,1028.0,NW,54.98,0,0,Spring
2291,2010,4,6,11,16.0,-17,13.0,1027.0,NW,62.13,0,0,Spring
2292,2010,4,6,12,15.0,-14,13.0,1026.0,cv,1.79,0,0,Spring
2293,2010,4,6,13,16.0,-15,14.0,1025.0,NE,4.92,0,0,Spring
2294,2010,4,6,14,16.0,-17,16.0,1024.0,NW,5.81,0,0,Spring
2295,2010,4,6,15,15.0,-17,16.0,1024.0,NW,12.96,0,0,Spring
2296,2010,4,6,16,17.0,-17,16.0,1023.0,NW,18.77,0,0,Spring
2297,2010,4,6,17,12.0,-17,15.0,1024.0,NW,22.79,0,0,Spring
2298,2010,4,6,18,15.0,-15,14.0,1023.0,NW,25.92,0,0,Spring
2299,2010,4,6,19,17.0,-17,13.0,1024.0,cv,0.45,0,0,Spring
2300,2010,4,6,20,23.0,-15,13.0,1025.0,NW,3.13,0,0,Spring
2301,2010,4,6,21,19.0,-11,11.0,1025.0,NE,1.79,0,0,Spring
2302,2010,4,6,22,24.0,-8,8.0,1025.0,cv,0.89,0,0,Spring
2303,2010,4,6,23,34.0,-10,8.0,1025.0,cv,1.78,0,0,Spring
2304,2010,4,7,0,52.0,-5,5.0,1025.0,NE,0.89,0,0,Spring
2305,2010,4,7,1,55.0,-9,6.0,1025.0,cv,0.45,0,0,Spring
2306,2010,4,7,2,69.0,-9,4.0,1024.0,cv,1.34,0,0,Spring
2307,2010,4,7,3,87.0,-8,3.0,1024.0,NE,0.89,0,0,Spring
2308,2010,4,7,4,102.0,-7,4.0,1024.0,cv,0.89,0,0,Spring
2309,2010,4,7,5,79.0,-7,3.0,1024.0,NE,0.89,0,0,Spring
2310,2010,4,7,6,75.0,-7,1.0,1024.0,NW,1.79,0,0,Spring
2311,2010,4,7,7,68.0,-3,3.0,1025.0,NE,0.89,0,0,Spring
2312,2010,4,7,8,78.0,-5,6.0,1025.0,cv,0.89,0,0,Spring
2313,2010,4,7,9,101.0,-5,10.0,1024.0,SE,1.79,0,0,Spring
2314,2010,4,7,10,114.0,-5,12.0,1024.0,cv,1.79,0,0,Spring
2315,2010,4,7,11,135.0,-4,15.0,1022.0,SE,3.13,0,0,Spring
2316,2010,4,7,12,140.0,-4,17.0,1021.0,SE,8.05,0,0,Spring
2317,2010,4,7,13,118.0,-5,19.0,1019.0,SE,15.2,0,0,Spring
2318,2010,4,7,14,108.0,-7,20.0,1018.0,SE,24.14,0,0,Spring
2319,2010,4,7,15,103.0,-7,20.0,1017.0,SE,33.97,0,0,Spring
2320,2010,4,7,16,94.0,-7,20.0,1015.0,SE,42.91,0,0,Spring
2321,2010,4,7,17,90.0,-8,20.0,1014.0,SE,50.96,0,0,Spring
2322,2010,4,7,18,87.0,-7,19.0,1014.0,SE,59.01,0,0,Spring
2323,2010,4,7,19,80.0,-8,18.0,1014.0,SE,63.93,0,0,Spring
2324,2010,4,7,20,84.0,-6,16.0,1014.0,SE,68.85,0,0,Spring
2325,2010,4,7,21,96.0,-4,16.0,1015.0,SE,74.66,0,0,Spring
2326,2010,4,7,22,110.0,-3,15.0,1015.0,SE,81.81,0,0,Spring
2327,2010,4,7,23,104.0,-2,14.0,1015.0,SE,88.96,0,0,Spring
2328,2010,4,8,0,97.0,-1,13.0,1014.0,SE,94.77,0,0,Spring
2329,2010,4,8,1,84.0,-1,12.0,1013.0,SE,98.79,0,0,Spring
2330,2010,4,8,2,74.0,-1,11.0,1012.0,SE,102.81,0,0,Spring
2331,2010,4,8,3,74.0,-1,10.0,1012.0,SE,105.94,0,0,Spring
2332,2010,4,8,4,67.0,-1,10.0,1011.0,SE,109.96,0,0,Spring
2333,2010,4,8,5,69.0,-1,9.0,1011.0,SE,113.09,0,0,Spring
2334,2010,4,8,6,69.0,0,8.0,1011.0,SE,116.22,0,0,Spring
2335,2010,4,8,7,75.0,0,9.0,1011.0,SE,119.35,0,0,Spring
2336,2010,4,8,8,78.0,1,10.0,1011.0,SE,123.37,0,0,Spring
2337,2010,4,8,9,91.0,1,12.0,1010.0,SE,126.5,0,0,Spring
2338,2010,4,8,10,107.0,1,13.0,1010.0,SE,129.63,0,0,Spring
2339,2010,4,8,11,107.0,1,14.0,1009.0,SE,134.55,0,0,Spring
2340,2010,4,8,12,127.0,1,17.0,1008.0,SE,138.57,0,0,Spring
2341,2010,4,8,13,132.0,0,18.0,1007.0,SE,143.49,0,0,Spring
2342,2010,4,8,14,128.0,1,19.0,1006.0,SE,148.41,0,0,Spring
2343,2010,4,8,15,122.0,1,20.0,1005.0,SE,152.43,0,0,Spring
2344,2010,4,8,16,113.0,1,21.0,1003.0,SE,159.58,0,0,Spring
2345,2010,4,8,17,105.0,1,21.0,1003.0,SE,165.39,0,0,Spring
2346,2010,4,8,18,127.0,1,20.0,1003.0,SE,168.52,0,0,Spring
2347,2010,4,8,19,144.0,2,19.0,1003.0,SE,170.31,0,0,Spring
2348,2010,4,8,20,158.0,3,17.0,1005.0,cv,0.89,0,0,Spring
2349,2010,4,8,21,141.0,4,16.0,1006.0,NW,1.79,0,0,Spring
2350,2010,4,8,22,124.0,4,15.0,1006.0,SE,1.79,0,0,Spring
2351,2010,4,8,23,131.0,4,16.0,1008.0,cv,1.79,0,0,Spring
2352,2010,4,9,0,150.0,3,15.0,1007.0,NE,3.13,0,0,Spring
2353,2010,4,9,1,137.0,4,15.0,1008.0,NE,7.15,0,0,Spring
2354,2010,4,9,2,128.0,3,15.0,1009.0,NE,10.28,0,0,Spring
2355,2010,4,9,3,103.0,0,16.0,1009.0,NE,16.09,0,0,Spring
2356,2010,4,9,4,60.0,2,14.0,1011.0,NW,4.92,0,0,Spring
2357,2010,4,9,5,50.0,2,13.0,1011.0,NE,4.92,0,0,Spring
2358,2010,4,9,6,63.0,1,13.0,1011.0,NE,10.73,0,0,Spring
2359,2010,4,9,7,77.0,2,12.0,1011.0,NE,16.54,0,0,Spring
2360,2010,4,9,8,62.0,0,13.0,1012.0,NE,22.35,0,0,Spring
2361,2010,4,9,9,58.0,-1,14.0,1012.0,NE,26.37,0,0,Spring
2362,2010,4,9,10,77.0,6,13.0,1013.0,SE,8.05,0,0,Spring
2363,2010,4,9,11,131.0,3,11.0,1013.0,SE,15.2,0,0,Spring
2364,2010,4,9,12,121.0,3,10.0,1012.0,SE,24.14,0,0,Spring
2365,2010,4,9,13,81.0,3,10.0,1012.0,SE,29.06,0,0,Spring
2366,2010,4,9,14,77.0,3,10.0,1011.0,SE,33.98,0,0,Spring
2367,2010,4,9,15,67.0,3,9.0,1011.0,SE,38.0,0,0,Spring
2368,2010,4,9,16,66.0,3,9.0,1011.0,SE,42.02,0,0,Spring
2369,2010,4,9,17,60.0,2,8.0,1011.0,SE,45.15,0,0,Spring
2370,2010,4,9,18,71.0,2,8.0,1011.0,SE,48.28,0,0,Spring
2371,2010,4,9,19,94.0,2,8.0,1012.0,SE,50.07,0,0,Spring
2372,2010,4,9,20,90.0,2,8.0,1013.0,NE,1.79,0,0,Spring
2373,2010,4,9,21,85.0,2,8.0,1014.0,cv,0.89,0,0,Spring
2374,2010,4,9,22,75.0,2,8.0,1015.0,NE,0.89,0,0,Spring
2375,2010,4,9,23,79.0,2,8.0,1015.0,NW,0.89,0,0,Spring
2376,2010,4,10,0,91.0,2,8.0,1016.0,NW,2.68,0,0,Spring
2377,2010,4,10,1,89.0,3,7.0,1017.0,NW,5.81,0,0,Spring
2378,2010,4,10,2,102.0,3,8.0,1017.0,NW,7.6,0,0,Spring
2379,2010,4,10,3,49.0,0,8.0,1017.0,NW,11.62,0,0,Spring
2380,2010,4,10,4,14.0,-8,8.0,1018.0,NE,5.81,0,0,Spring
2381,2010,4,10,5,14.0,-10,7.0,1019.0,NE,10.73,0,0,Spring
2382,2010,4,10,6,16.0,-10,7.0,1020.0,NE,15.65,0,0,Spring
2383,2010,4,10,7,14.0,-11,7.0,1020.0,NE,21.46,0,0,Spring
2384,2010,4,10,8,22.0,-12,8.0,1021.0,NE,26.38,0,0,Spring
2385,2010,4,10,9,17.0,-11,10.0,1021.0,NW,3.13,0,0,Spring
2386,2010,4,10,10,16.0,-13,11.0,1020.0,cv,1.79,0,0,Spring
2387,2010,4,10,11,19.0,-13,13.0,1019.0,NW,4.02,0,0,Spring
2388,2010,4,10,12,19.0,-13,13.0,1018.0,NW,5.81,0,0,Spring
2389,2010,4,10,13,24.0,-13,14.0,1017.0,NW,7.6,0,0,Spring
2390,2010,4,10,14,22.0,-13,16.0,1016.0,SE,3.13,0,0,Spring
2391,2010,4,10,15,22.0,-13,16.0,1015.0,SE,7.15,0,0,Spring
2392,2010,4,10,16,32.0,-13,15.0,1015.0,SE,14.3,0,0,Spring
2393,2010,4,10,17,30.0,-14,15.0,1015.0,SE,20.11,0,0,Spring
2394,2010,4,10,18,24.0,-14,14.0,1015.0,SE,25.92,0,0,Spring
2395,2010,4,10,19,29.0,-8,12.0,1016.0,SE,30.84,0,0,Spring
2396,2010,4,10,20,56.0,-4,11.0,1016.0,SE,37.99,0,0,Spring
2397,2010,4,10,21,58.0,-5,10.0,1018.0,SE,46.04,0,0,Spring
